Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
3257   0.32356         5.59735e-20           2.33499e-26           1.97693e-22           2.49711e-20           1.13185e-19           
3258   0.17923         3.98623e-20           1.39381e-26           7.20652e-23           6.66167e-21           1.29012e-19           
3259   0.930365        8.53502e-20           8.43145e-25           2.61741e-21           1.31086e-19           8.68674e-20           
3260   0.518473        6.62376e-20           1.74313e-25           8.16336e-22           5.85581e-20           9.85746e-20           
3261   0.383415        6.20383e-20           7.27604e-26           3.53992e-22           3.29506e-20           1.0956e-19            
3262   0.28584         5.49315e-20           2.32287e-26           1.27628e-22           1.7647e-20            1.19343e-19           
3263   0.23585         5.34095e-20           6.91264e-28           1.69152e-23           8.07535e-21           1.30358e-19           
3264   0.910711        7.61056e-20           8.8195e-24            7.76564e-21           1.28592e-19           8.33515e-20           
3265   0.656829        6.20931e-20           4.64898e-24           4.9266e-21            8.76282e-20           8.70195e-20           
3266   0.235025        4.86231e-20           6.72494e-27           6.75549e-23           1.17362e-20           1.24069e-19           
3267   1.80737         6.08511e-20           3.83433e-22           8.2213e-20            2.54094e-19           6.15202e-20           
3268   0.231237        5.18057e-20           3.73604e-27           3.76052e-23           8.34926e-21           1.29571e-19           
3269   0.530464        6.39514e-20           1.37707e-24           1.89772e-21           6.18411e-20           9.59573e-20           
3270   0.189728        4.40126e-20           1.34839e-27           1.71201e-23           5.6391e-21            1.3212e-19            
3271   0.192198        4.51184e-20           7.07951e-28           1.39571e-23           5.28242e-21           1.33009e-19           
3272   1.30783         8.14333e-20           7.76453e-24           1.10647e-20           2.07453e-19           7.65547e-20           
3273   0.238011        5.26756e-20           6.28886e-27           4.44017e-23           9.11514e-21           1.28697e-19           
3274   0.364089        5.56706e-20           5.27758e-25           9.11977e-22           3.32891e-20           1.06465e-19           
3275   0.324219        5.84456e-20           9.49477e-26           2.81841e-22           2.30086e-20           1.15469e-19           
3276   0.359787        5.82766e-20           9.44131e-26           3.89401e-22           3.08065e-20           1.0959e-19            
3277   1.37239         8.99237e-20           9.3379e-24            1.08231e-20           2.14927e-19           7.76863e-20           
3278   0.684547        5.97879e-20           6.03921e-24           6.04534e-21           9.43247e-20           8.45093e-20           
3279   0.788443        7.32957e-20           2.20867e-24           3.74986e-21           1.08602e-19           8.69515e-20           
3280   0.7148          7.18585e-20           1.03981e-24           2.43243e-21           9.51279e-20           8.95839e-20           
3281   0.187147        4.62381e-20           4.22419e-29           2.76063e-24           3.27836e-21           1.36955e-19           
3282   0.204353        4.91695e-20           3.68123e-28           8.20012e-24           4.64857e-21           1.34887e-19           
3283   0.34874         6.0218e-20            4.59426e-26           2.43068e-22           2.69717e-20           1.1307e-19            
3284   0.351749        5.6819e-20            7.33984e-26           3.42753e-22           3.0287e-20            1.09465e-19           
3285   0.334456        5.62046e-20           3.02294e-26           2.29088e-22           2.71311e-20           1.11593e-19           
3286   0.188438        4.54954e-20           3.82678e-28           7.63951e-24           4.1599e-21            1.35151e-19           
3287   0.294255        5.37143e-20           9.20778e-26           2.69807e-22           2.03209e-20           1.1619e-19            
3288   0.277772        4.98676e-20           2.88034e-26           1.79233e-22           1.99487e-20           1.15268e-19           
3289   1.0362          8.3984e-20            3.18521e-24           4.5499e-21            1.53199e-19           8.32016e-20           
3290   0.40177         6.26463e-20           1.38214e-25           5.00067e-22           3.6308e-20            1.0763e-19            
3291   0.146622        3.68854e-20           1.22651e-28           2.95621e-24           2.03027e-21           1.38392e-19           
3292   0.312492        5.50025e-20           1.89635e-26           1.78116e-22           2.33627e-20           1.14157e-19           
3293   1.28258         7.24068e-20           2.23554e-23           1.73644e-20           2.02272e-19           7.38926e-20           
3294   0.874797        5.62943e-20           1.2557e-23            1.07812e-20           1.33518e-19           7.66092e-20           
3295   0.392106        5.36577e-20           6.30868e-25           1.1314e-21            4.08124e-20           1.01273e-19           
3296   0.262891        5.63122e-20           1.0833e-26            6.83671e-23           1.1569e-20            1.26412e-19           
3297   0.314347        5.83929e-20           1.93982e-26           1.57255e-22           2.10307e-20           1.17283e-19           
3298   0.823891        6.40988e-20           4.78466e-24           5.56566e-21           1.21826e-19           8.17889e-20           
3299   1.10822         7.93818e-20           1.10258e-23           1.0005e-20            1.66637e-19           7.9457e-20            
3300   0.232783        4.90631e-20           1.21396e-26           7.64079e-23           1.08778e-20           1.25303e-19           
3301   0.173148        4.39303e-20           7.43722e-29           2.1133e-24            2.09624e-21           1.3908e-19            
3302   0.308432        6.01668e-20           5.53722e-27           7.69331e-23           1.83817e-20           1.203e-19             
3303   2.40734         7.16876e-20           3.78436e-22           9.13001e-20           3.66418e-19           6.14838e-20           
3304   0.355548        5.78606e-20           3.1503e-26            2.44994e-22           3.03784e-20           1.09895e-19           
3305   0.230947        4.74017e-20           1.75461e-26           1.02092e-22           1.18005e-20           1.23522e-19           
3306   0.915557        6.60962e-20           1.73389e-23           1.14397e-20           1.33716e-19           7.90873e-20           
3307   0.194308        4.59963e-20           1.43212e-28           6.70923e-24           5.03702e-21           1.33644e-19           
3308   0.200878        4.58928e-20           1.19481e-27           1.7929e-23            6.54587e-21           1.30996e-19           
3309   0.304099        5.54559e-20           1.58959e-25           3.71983e-22           2.09423e-20           1.16083e-19           
3310   0.189528        4.39012e-20           2.83363e-27           2.26822e-23           5.67994e-21           1.32006e-19           
3311   0.401436        6.47768e-20           3.22544e-26           2.54295e-22           3.47729e-20           1.09465e-19           
3312   0.297016        5.96919e-20           1.1934e-26            9.26177e-23           1.62539e-20           1.22175e-19           
3313   0.14055         3.69775e-20           1.65092e-31           7.80936e-26           6.30401e-22           1.42079e-19           
3314   0.494863        5.40703e-20           3.13165e-24           2.86578e-21           6.10243e-20           9.19971e-20           
3315   0.332512        5.81736e-20           2.2598e-26            1.8246e-22            2.51543e-20           1.13821e-19           
3316   0.646041        5.79255e-20           1.09901e-23           7.14159e-21           8.61968e-20           8.48989e-20           
3317   0.233968        4.86006e-20           5.45655e-27           5.89236e-23           1.15329e-20           1.24343e-19           
3318   0.351574        5.57425e-20           1.71669e-25           5.68486e-22           3.08747e-20           1.08411e-19           
3319   0.253698        4.96504e-20           2.66282e-26           1.3481e-22            1.49092e-20           1.20458e-19           
3320   0.199558        4.6906e-20            6.70384e-28           1.41335e-23           5.43622e-21           1.33105e-19           
3321   0.211808        5.18449e-20           1.45126e-28           4.90688e-24           4.104e-21             1.36221e-19           
3322   3.13824         1.0385e-19            1.3747e-22            6.34759e-20           5.31241e-19           6.53636e-20           
3323   0.178655        4.04133e-20           5.34702e-27           3.26291e-23           6.1309e-21            1.30262e-19           
3324   0.207352        4.87355e-20           2.04298e-28           7.82712e-24           5.65834e-21           1.33106e-19           
3325   0.205197        4.63062e-20           4.77587e-27           3.75116e-23           7.13225e-21           1.30088e-19           
3326   0.249432        5.02615e-20           2.10859e-26           1.17921e-22           1.34973e-20           1.2232e-19            
3327   0.267025        5.09485e-20           3.20954e-26           1.60894e-22           1.67381e-20           1.18878e-19           
3328   0.145892        3.73908e-20           5.46966e-29           1.53151e-24           1.46047e-21           1.39904e-19           
3329   0.216069        5.08952e-20           7.89185e-28           1.32586e-23           5.80013e-21           1.33267e-19           
3330   2.49359         7.83812e-20           2.58565e-22           8.15883e-20           3.90743e-19           6.2847e-20            
3331   0.218056        4.94537e-20           4.0904e-28            1.33507e-23           7.40846e-21           1.30468e-19           
3332   0.203081        4.88895e-20           3.01122e-28           7.73336e-24           4.59877e-21           1.34929e-19           
3333   0.262163        5.49985e-20           2.27079e-27           4.09845e-23           1.25099e-20           1.25017e-19           
3334   0.176122        4.04485e-20           1.7814e-26            6.8083e-23            5.50882e-21           1.31333e-19           
3335   0.445984        6.02731e-20           3.51913e-25           9.45763e-22           4.74163e-20           1.00851e-19           
3336   0.374458        5.43698e-20           3.195e-25             7.40022e-22           3.68072e-20           1.04085e-19           
3337   1.07529         5.93511e-20           7.95105e-23           2.68905e-20           1.56929e-19           7.16663e-20           
3338   0.430548        6.38528e-20           1.40041e-25           5.8135e-22            4.15296e-20           1.05178e-19           
3339   0.167454        4.21298e-20           1.91421e-29           1.53679e-24           2.31773e-21           1.38401e-19           
3340   0.185063        4.39993e-20           1.79203e-27           1.70826e-23           4.62963e-21           1.33966e-19           
3341   0.432337        6.87822e-20           4.95495e-26           3.13372e-22           3.82044e-20           1.08725e-19           
3342   0.355812        6.4043e-20            9.93351e-27           1.21941e-22           2.55383e-20           1.15465e-19           
3343   0.165918        4.09103e-20           6.1706e-29            3.25328e-24           2.97291e-21           1.36795e-19           
3344   0.152951        3.8541e-20            2.20493e-29           1.52676e-24           2.06797e-21           1.38527e-19           
3345   0.262417        5.11091e-20           4.0851e-26            1.64734e-22           1.55954e-20           1.20141e-19           
3346   0.501792        4.71436e-20           1.88625e-23           8.69157e-21           6.1697e-20            8.52752e-20           
3347   0.725718        7.05937e-20           1.68936e-24           3.12853e-21           9.77725e-20           8.83999e-20           
3348   0.173052        4.24493e-20           1.10271e-28           4.07219e-24           3.27912e-21           1.36388e-19           
3349   2.1432          7.74676e-20           3.95156e-23           3.3178e-20            3.6882e-19            6.70949e-20           
3350   0.186405        4.21713e-20           2.81379e-27           2.89363e-23           6.39864e-21           1.30274e-19           
3351   0.32766         6.22862e-20           8.64122e-27           1.01974e-22           2.08334e-20           1.18699e-19           
3352   0.520311        5.59692e-20           1.25089e-24           2.22348e-21           6.5759e-20            9.16961e-20           
3353   2.32691         7.87086e-20           1.69158e-22           5.91611e-20           3.79011e-19           6.47706e-20           
3354   0.193575        4.70259e-20           3.01129e-28           6.45055e-24           4.03869e-21           1.35631e-19           
3355   3.291           9.01912e-20           2.54612e-22           9.45608e-20           5.41146e-19           6.21952e-20           
3356   0.664556        7.95944e-20           3.99646e-25           1.36485e-21           7.90244e-20           9.5947e-20            
3357   0.187358        4.47876e-20           3.90163e-28           9.13641e-24           4.49853e-21           1.34386e-19           
3358   0.325467        5.82414e-20           1.04004e-25           2.6624e-22            2.34652e-20           1.15056e-19           
3359   0.188894        4.61824e-20           5.80245e-29           3.46382e-24           3.70496e-21           1.3613e-19            
3360   3.04554         7.61097e-20           8.39718e-22           1.39513e-19           4.48384e-19           5.86812e-20           
3361   0.324662        5.61859e-20           6.1718e-26            2.91986e-22           2.49344e-20           1.13161e-19           
3362   0.295523        5.64092e-20           8.40703e-27           9.76517e-23           1.85948e-20           1.18947e-19           
3363   0.763971        6.58248e-20           1.808e-24             3.64235e-21           1.09452e-19           8.47759e-20           
3364   0.180033        4.08085e-20           1.50999e-27           2.08697e-23           6.12345e-21           1.30421e-19           
3365   0.21274         4.40938e-20           2.32973e-27           4.07599e-23           1.05799e-20           1.24206e-19           
3366   0.384204        6.03716e-20           8.35923e-26           4.14958e-22           3.44127e-20           1.08043e-19           
3367   0.428087        6.67995e-20           1.50081e-25           4.78491e-22           3.8706e-20            1.07688e-19           
3368   0.339973        5.88985e-20           2.62273e-26           1.95389e-22           2.61815e-20           1.13272e-19           
3369   0.17854         4.16111e-20           7.41118e-28           1.48263e-23           5.15003e-21           1.32468e-19           
3370   0.442277        6.31092e-20           1.19404e-25           5.8402e-22            4.46977e-20           1.03389e-19           
3371   0.144034        3.61804e-20           9.4377e-29            2.76079e-24           2.03851e-21           1.38273e-19           
3372   0.237211        5.58503e-20           1.73523e-28           7.82946e-24           6.39554e-21           1.33237e-19           
3373   0.694808        7.06678e-20           3.92309e-24           4.0422e-21            8.99349e-20           8.95785e-20           
3374   0.244854        5.04388e-20           5.62608e-27           6.24071e-23           1.24134e-20           1.2379e-19            
3375   0.603404        7.57415e-20           9.70506e-26           7.28436e-22           6.94932e-20           9.79194e-20           
3376   0.371492        6.4079e-20            2.7518e-26            2.23685e-22           2.88256e-20           1.13026e-19           
3377   0.229102        5.33888e-20           2.69931e-28           9.89318e-24           6.62403e-21           1.32465e-19           
3378   0.258147        5.64166e-20           6.43191e-27           5.20012e-23           1.04644e-20           1.27809e-19           
3379   5.85568e-19     1.06377e-19           2.23062e-21           5.68433e-19           1.64264e-18           0.973645              
3380   0.285222        4.90792e-20           1.78429e-25           5.26905e-22           2.18341e-20           1.12696e-19           
3381   0.253085        5.33119e-20           3.95902e-27           4.51232e-23           1.1893e-20            1.25289e-19           
3382   6.17741e-19     8.84504e-20           6.00638e-21           8.72931e-19           1.44491e-18           0.890128              
3383   0.319263        5.29084e-20           9.82839e-26           3.8189e-22            2.63226e-20           1.10769e-19           
3384   1.33235         6.99219e-20           2.41778e-22           4.23466e-20           1.87213e-19           6.97037e-20           
3385   0.342321        6.27282e-20           1.332e-26             1.35243e-22           2.36433e-20           1.16496e-19           
3386   1.09827         7.73403e-20           7.28412e-24           8.43024e-21           1.67875e-19           7.92846e-20           
3387   0.229238        5.16037e-20           6.98302e-28           1.75742e-23           8.09871e-21           1.29927e-19           
3388   0.215125        4.89766e-20           3.16698e-28           1.15542e-23           7.15788e-21           1.30748e-19           
3389   2.11696         5.76253e-20           4.14165e-22           9.88221e-20           3.05968e-19           5.92748e-20           
3390   0.460396        7.69713e-20           1.31868e-26           1.76868e-22           3.78247e-20           1.11365e-19           
3391   3.39369         8.93051e-20           2.31298e-22           9.00704e-20           5.69338e-19           6.2195e-20            
3392   6.12549         8.13963e-20           1.23159e-21           3.19774e-19           9.17243e-19           5.39485e-20           
3393   0.582598        5.95766e-20           5.98215e-24           4.58549e-21           7.38185e-20           8.94295e-20           
3394   0.37224         6.5171e-20            4.11494e-26           2.37657e-22           2.80845e-20           1.13848e-19           
3395   0.147933        3.86379e-20           4.78514e-31           1.52753e-25           8.92968e-22           1.4147e-19            
3396   0.141941        3.71343e-20           8.70646e-31           1.77046e-25           8.06766e-22           1.41608e-19           
3397   0.282945        5.2962e-20            1.36619e-26           1.23171e-22           1.86225e-20           1.17748e-19           
3398   0.325541        5.24676e-20           1.71091e-25           5.23451e-22           2.78976e-20           1.09249e-19           
3399   0.248029        4.65556e-20           2.07388e-26           1.56936e-22           1.6165e-20            1.17883e-19           
3400   0.60068         5.33145e-20           2.19486e-24           3.23124e-21           8.43798e-20           8.55087e-20           
3401   0.229175        4.72458e-20           5.39676e-27           5.89971e-23           1.15878e-20           1.23841e-19           
3402   1.06471         5.6579e-20            3.31067e-23           2.0088e-20            1.64474e-19           7.19889e-20           
3403   0.154891        3.90212e-20           6.07364e-29           2.32492e-24           2.10025e-21           1.38508e-19           
3404   0.355487        5.81298e-20           3.2751e-25            6.62716e-22           2.96818e-20           1.0996e-19            
3405   0.285251        5.57979e-20           4.18396e-27           6.04673e-23           1.68872e-20           1.20477e-19           
3406   0.254826        5.15395e-20           8.12029e-27           7.87296e-23           1.368e-20             1.22585e-19           
3407   0.288706        5.75481e-20           5.14214e-27           6.64423e-23           1.62111e-20           1.21664e-19           
3408   0.255429        5.04974e-20           7.27594e-27           8.31537e-23           1.46554e-20           1.21126e-19           
3409   3.51299         8.16598e-20           6.77236e-22           1.65066e-19           5.17928e-19           5.79565e-20           
3410   0.446194        7.10968e-20           1.9945e-25            5.83396e-22           3.90505e-20           1.08712e-19           
3411   0.191371        4.42765e-20           4.1642e-27            2.82276e-23           5.77135e-21           1.31915e-19           
3412   0.168397        4.10351e-20           9.13456e-29           4.25771e-24           3.41227e-21           1.35871e-19           
3413   0.20248         4.82586e-20           1.7076e-27            1.82888e-23           4.96945e-21           1.34153e-19           
3414   0.236826        5.15888e-20           3.05692e-27           3.56457e-23           9.75048e-21           1.2759e-19            
3415   0.69477         7.72682e-20           1.1089e-24            2.20337e-21           8.65957e-20           9.30354e-20           
3416   0.208469        4.63102e-20           3.18803e-27           3.5433e-23            7.84687e-21           1.28965e-19           
3417   0.72714         8.11708e-20           8.71051e-25           2.0437e-21            9.06755e-20           9.32254e-20           
3418   0.177197        4.2886e-20            8.19282e-29           4.41023e-24           3.82975e-21           1.35342e-19           
3419   1.3038          7.44982e-20           2.62194e-23           1.49612e-20           2.07874e-19           7.44368e-20           
3420   6.21159         8.36735e-20           3.27799e-21           4.22343e-19           8.18112e-19           5.14381e-20           
3421   0.259922        4.88594e-20           1.51005e-26           1.32655e-22           1.69172e-20           1.1799e-19            
3422   0.386207        5.70001e-20           1.78602e-25           6.56364e-22           3.73281e-20           1.04894e-19           
3423   0.932681        7.41973e-20           5.1871e-24            5.87375e-21           1.37055e-19           8.24214e-20           
3424   0.455343        6.35519e-20           1.21227e-24           1.36615e-21           4.63259e-20           1.02125e-19           
3425   0.163362        4.02976e-20           1.55407e-28           4.48077e-24           2.91132e-21           1.36828e-19           
3426   0.600134        6.70776e-20           2.83076e-24           2.97939e-21           7.33317e-20           9.29296e-20           
3427   0.206979        4.84479e-20           3.40441e-28           1.02912e-23           5.80814e-21           1.32796e-19           
3428   0.509354        6.0059e-20            4.08409e-25           1.32126e-21           6.10343e-20           9.52675e-20           
3429   0.447522        5.98503e-20           3.16421e-25           8.96668e-22           4.81515e-20           1.00419e-19           
3430   0.368119        5.86073e-20           2.0657e-25            5.64306e-22           3.21653e-20           1.08634e-19           
3431   0.229587        5.28251e-20           1.53541e-27           2.02827e-23           7.17743e-21           1.31517e-19           
3432   0.198684        4.92996e-20           2.05437e-29           1.90889e-24           3.30949e-21           1.37296e-19           
3433   0.464512        5.65271e-20           9.73317e-25           1.82067e-21           5.35475e-20           9.62658e-20           
3434   0.336264        6.04719e-20           6.77327e-26           2.77882e-22           2.39975e-20           1.15338e-19           
3435   0.307257        5.16012e-20           5.41384e-26           2.76661e-22           2.48779e-20           1.11525e-19           
3436   0.253606        5.36822e-20           4.18497e-27           5.05863e-23           1.16996e-20           1.25614e-19           
3437   0.221781        4.8543e-20            2.09848e-27           3.06575e-23           8.94572e-21           1.27926e-19           
3438   0.340404        5.50335e-20           1.39476e-25           4.35227e-22           2.91568e-20           1.09461e-19           
3439   2.44294         8.42358e-20           2.17654e-22           7.06161e-20           3.87121e-19           6.44267e-20           
3440   0.175835        4.21053e-20           6.17684e-28           9.80893e-24           4.16167e-21           1.34517e-19           
3441   0.946482        7.43173e-20           5.38265e-24           6.6787e-21            1.39083e-19           8.19713e-20           
3442   2.68381         7.85434e-20           1.08014e-22           6.3009e-20            4.53004e-19           6.36282e-20           
3443   0.366395        4.61578e-20           3.13748e-24           2.30009e-21           3.99963e-20           9.72622e-20           
3444   0.185947        4.64118e-20           6.89309e-29           2.89801e-24           2.87413e-21           1.37763e-19           
3445   0.368766        4.97917e-20           1.363e-24             1.79577e-21           3.81175e-20           1.00376e-19           
3446   0.15654         3.93572e-20           4.70765e-29           2.1301e-24            2.18764e-21           1.38346e-19           
3447   0.273779        5.78626e-20           3.07705e-27           4.32986e-23           1.27157e-20           1.25516e-19           
3448   0.509745        6.89529e-20           3.73782e-25           9.86542e-22           5.42489e-20           1.00919e-19           
3449   0.138799        3.62204e-20           2.02255e-30           2.71669e-25           8.63748e-22           1.41396e-19           
3450   0.271531        5.20789e-20           1.88247e-26           1.34743e-22           1.68324e-20           1.19214e-19           
3451   0.158717        3.94826e-20           1.10191e-27           8.15565e-24           2.55507e-21           1.3749e-19            
3452   0.169153        4.17219e-20           1.16383e-28           3.70052e-24           3.0191e-21            1.36821e-19           
3453   0.281863        6.13171e-20           2.29117e-27           3.31824e-23           1.16821e-20           1.27502e-19           
3454   0.518185        6.18673e-20           4.12252e-25           1.36105e-21           6.14492e-20           9.57355e-20           
3455   0.216639        4.53515e-20           1.83798e-26           9.72273e-23           1.0346e-20            1.24828e-19           
3456   1.41633         6.84278e-20           3.83998e-23           2.47977e-20           2.265e-19             7.06617e-20           
3457   0.582948        6.386e-20             1.07887e-24           2.25934e-21           7.29939e-20           9.23912e-20           
3458   0.285312        4.95477e-20           1.69541e-25           4.21406e-22           2.15895e-20           1.13262e-19           
3459   0.758515        6.35296e-20           1.63777e-24           4.01693e-21           1.09712e-19           8.39236e-20           
3460   0.583095        6.51287e-20           7.07843e-25           1.69887e-21           7.26155e-20           9.32299e-20           
3461   0.17717         4.00225e-20           1.06474e-26           5.2231e-23            6.1025e-21            1.30145e-19           
3462   0.200865        4.2631e-20            1.65491e-26           8.45207e-23           9.12513e-21           1.25759e-19           
3463   0.607605        6.53284e-20           7.24559e-25           1.9175e-21            7.75711e-20           9.18566e-20           
3464   0.248389        5.19704e-20           2.50777e-27           4.40351e-23           1.19597e-20           1.24836e-19           
3465   0.786321        7.60943e-20           2.662e-24             4.19626e-21           1.05363e-19           8.80774e-20           
3466   0.220345        5.10565e-20           3.57053e-28           1.15603e-23           6.60596e-21           1.32041e-19           
3467   0.264201        5.49792e-20           2.06092e-26           1.06814e-22           1.28984e-20           1.24437e-19           
3468   0.743177        6.49141e-20           5.28988e-24           6.17186e-21           1.02835e-19           8.45952e-20           
3469   0.202126        4.84725e-20           1.38138e-27           1.34441e-23           4.72321e-21           1.34628e-19           
3470   0.460001        5.99777e-20           6.90883e-25           1.33706e-21           5.0288e-20            9.92049e-20           
3471   0.174151        4.36501e-20           8.85019e-29           3.07591e-24           2.54265e-21           1.38098e-19           
3472   0.394602        5.90526e-20           5.56012e-25           1.00088e-21           3.71101e-20           1.05421e-19           
3473   0.193842        4.92144e-20           4.82588e-30           7.32078e-25           2.3211e-21            1.39137e-19           
3474   0.388842        6.33132e-20           3.31206e-26           2.80682e-22           3.31808e-20           1.09918e-19           
3475   0.236635        5.41383e-20           4.91732e-28           1.39188e-23           7.65685e-21           1.31104e-19           
3476   0.208293        4.95719e-20           1.55251e-28           7.01638e-24           5.18403e-21           1.34051e-19           
3477   0.324576        6.01503e-20           4.6046e-26            2.24106e-22           2.17628e-20           1.17113e-19           
3478   0.334847        5.91616e-20           4.45525e-26           2.33462e-22           2.48041e-20           1.14351e-19           
3479   0.203618        4.75739e-20           5.15891e-28           1.21276e-23           5.7827e-21            1.32657e-19           
3480   4.35456         8.2193e-20            2.04992e-21           2.74195e-19           5.78925e-19           5.39722e-20           
3481   0.182124        4.46934e-20           2.59917e-28           5.91045e-24           3.43399e-21           1.36419e-19           
3482   0.230136        5.36509e-20           2.59597e-28           1.00488e-23           6.63653e-21           1.32495e-19           
3483   0.242904        4.86155e-20           2.32725e-26           1.2206e-22            1.34053e-20           1.2188e-19            
3484   0.190519        4.15407e-20           5.55665e-27           4.78595e-23           7.7908e-21            1.2764e-19            
3485   0.316568        5.67969e-20           8.44438e-26           3.04511e-22           2.26526e-20           1.15182e-19           
3486   0.303243        5.1074e-20            1.0877e-25            4.0066e-22            2.42915e-20           1.11614e-19           
3487   1.39271         7.72256e-20           6.45194e-23           2.62213e-20           2.1256e-19            7.27299e-20           
3488   0.383187        5.837e-20             6.00636e-25           1.03073e-21           3.51361e-20           1.06252e-19           
3489   0.204079        4.98366e-20           2.36639e-28           6.47133e-24           4.04722e-21           1.36037e-19           
3490   1.60059         7.58345e-20           8.00521e-23           3.70621e-20           2.47113e-19           6.94661e-20           
3491   0.196536        4.39367e-20           1.23006e-26           5.53844e-23           7.14738e-21           1.29398e-19           
3492   0.175592        4.17553e-20           8.16607e-28           1.30074e-23           4.38991e-21           1.33983e-19           
3493   0.38762         7.03525e-20           1.83869e-26           1.4812e-22            2.73284e-20           1.1594e-19            
3494   0.196156        4.86363e-20           1.48771e-28           4.33032e-24           3.29404e-21           1.37235e-19           
3495   0.201434        4.83146e-20           1.51476e-28           6.90953e-24           4.7077e-21            1.34646e-19           
3496   0.212758        4.87143e-20           2.96074e-28           1.10202e-23           6.85449e-21           1.31163e-19           
3497   0.288663        4.91674e-20           1.23353e-25           4.01837e-22           2.26539e-20           1.1221e-19            
3498   0.20578         4.58513e-20           7.58012e-28           1.87305e-23           7.65098e-21           1.29192e-19           
3499   0.275916        5.32733e-20           1.27796e-26           1.03636e-22           1.68533e-20           1.19642e-19           
3500   0.528266        6.034e-20             1.30307e-24           2.22483e-21           6.39382e-20           9.38326e-20           
3501   0.159569        4.05003e-20           3.66752e-29           1.6079e-24            1.92e-21              1.39111e-19           
3502   0.220276        4.89846e-20           2.68245e-27           3.31354e-23           8.25404e-21           1.29043e-19           
3503   0.444315        6.80475e-20           2.53845e-25           6.55176e-22           4.10431e-20           1.06707e-19           
3504   3.81302         8.40031e-20           5.12216e-22           1.50578e-19           5.97905e-19           5.87655e-20           
3505   0.247487        5.28757e-20           2.02376e-27           3.62374e-23           1.10337e-20           1.26254e-19           
3506   0.190856        4.54433e-20           1.21791e-27           1.47094e-23           4.72346e-21           1.3408e-19            
3507   0.310748        5.44667e-20           1.28196e-25           3.51661e-22           2.32248e-20           1.13833e-19           
3508   0.679454        6.42942e-20           1.76938e-24           3.31373e-21           9.25777e-20           8.74641e-20           
3509   0.226219        4.64576e-20           2.35797e-26           1.11949e-22           1.15242e-20           1.23551e-19           
3510   0.312648        5.30967e-20           6.38676e-26           2.81295e-22           2.48341e-20           1.12129e-19           
3511   1.39311         6.79218e-20           6.11203e-23           3.15537e-20           2.14309e-19           6.99873e-20           
3512   0.218533        4.44264e-20           4.6007e-26            1.57449e-22           1.14467e-20           1.22853e-19           
3513   2.06564         8.87442e-20           1.09158e-22           4.198e-20             3.32828e-19           6.85009e-20           
3514   0.225693        4.89562e-20           3.44304e-27           3.74228e-23           9.45736e-21           1.27294e-19           
3515   0.62207         6.66903e-20           6.76053e-24           4.75225e-21           7.64731e-20           9.10471e-20           
3516   0.297694        5.91663e-20           7.57722e-27           7.26891e-23           1.68523e-20           1.21475e-19           
3517   0.819842        6.06475e-20           1.86167e-23           1.07918e-20           1.17935e-19           7.95505e-20           
3518   0.252579        5.39734e-20           7.27374e-27           5.68925e-23           1.12308e-20           1.26253e-19           
3519   1.59175         8.55347e-20           1.13088e-23           1.42321e-20           2.62695e-19           7.37523e-20           
3520   0.253834        5.06113e-20           2.73438e-26           1.26446e-22           1.41658e-20           1.21639e-19           
3521   0.475662        6.42302e-20           4.82276e-25           1.05954e-21           5.05587e-20           1.00798e-19           
3522   1.58484         7.00264e-20           1.53949e-22           4.70344e-20           2.37248e-19           6.74045e-20           
3523   0.212035        5.12861e-20           8.73332e-29           4.42381e-24           4.60943e-21           1.35294e-19           
3524   0.54338         6.9683e-20            6.42388e-25           1.38065e-21           6.05735e-20           9.85767e-20           
3525   6.04665e-19     8.68653e-20           1.30939e-20           1.12553e-18           1.10523e-18           0.816732              
3526   0.605846        6.3697e-20            2.73277e-24           3.0601e-21            7.72445e-20           9.07957e-20           
3527   0.550223        5.66189e-20           1.58594e-24           2.59713e-21           7.13574e-20           9.01338e-20           
3528   0.450239        6.10502e-20           8.63689e-26           5.36675e-22           4.81684e-20           1.01141e-19           
3529   0.214369        5.07036e-20           9.64759e-29           5.46449e-24           5.59308e-21           1.33584e-19           
3530   0.743137        7.8735e-20            1.10739e-24           2.48147e-21           9.56718e-20           9.13263e-20           
3531   0.171891        4.16738e-20           1.67917e-28           5.41785e-24           3.65516e-21           1.35474e-19           
3532   0.7566          6.92266e-20           5.01079e-24           5.35723e-21           1.03163e-19           8.61151e-20           
3533   0.249934        5.5463e-20            1.67517e-27           2.82128e-23           9.47103e-21           1.28899e-19           
3534   1.15048         5.76109e-20           1.07562e-23           1.25826e-20           1.90747e-19           7.22667e-20           
3535   0.202611        4.63832e-20           3.79921e-28           1.16957e-23           6.53252e-21           1.3115e-19            
3536   0.394862        7.13734e-20           2.56874e-26           2.07823e-22           2.80149e-20           1.1568e-19            
3537   1.13462         6.16857e-20           8.31853e-23           2.7463e-20            1.67365e-19           7.15284e-20           
