Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
2941   0.599647        1.36172e-27           1.81726e-23           8.85537e-22           7.93479e-21           2.9733e-20            6.28327e-20           8.46385e-20           7.40126e-20           8.86773e-20           
2942   2.06662         6.51182e-25           1.42873e-21           2.53398e-20           1.059e-19             2.09527e-19           2.51217e-19           1.99548e-19           1.03293e-19           7.06352e-20           
2943   0.212122        1.6842e-29            5.92811e-25           5.17907e-23           7.46619e-22           4.31383e-21           1.39e-20              2.90959e-20           4.38844e-20           1.02449e-19           
2944   2.49185         7.18612e-25           1.76552e-21           3.3156e-20            1.4073e-19            2.71538e-19           3.05677e-19           2.22336e-19           1.05466e-19           6.84839e-20           
2945   17.5048         2.29249e-22           1.18662e-19           9.52621e-19           2.0974e-18            2.25477e-18           1.43428e-18           5.80005e-19           1.53527e-19           5.21281e-20           
2946   0.9781          4.50006e-26           1.92807e-22           5.26916e-21           3.08382e-20           8.02348e-20           1.20025e-19           1.14251e-19           7.33725e-20           7.78025e-20           
2947   0.810473        2.34544e-26           1.00822e-22           2.93012e-21           1.87183e-20           5.44624e-20           9.36312e-20           1.04887e-19           7.67573e-20           8.24897e-20           
2948   7.7467          1.38452e-23           1.63503e-20           2.10332e-19           6.72565e-19           1.00409e-18           8.59675e-19           4.50042e-19           1.46532e-19           5.96425e-20           
2949   18.4844         1.09475e-21           2.55088e-19           1.37473e-18           2.34229e-18           2.13926e-18           1.25581e-18           5.07219e-19           1.4083e-19            4.92527e-20           
2950   2.26465         1.21968e-24           1.87944e-21           3.02774e-20           1.22268e-19           2.3802e-19            2.79272e-19           2.11352e-19           9.90659e-20           6.91576e-20           
2951   1.83891         1.36007e-25           4.66318e-22           1.15889e-20           6.44342e-20           1.62426e-19           2.36004e-19           2.11943e-19           1.10638e-19           7.50309e-20           
2952   11.2985         1.73757e-22           8.13384e-20           6.14165e-19           1.31017e-18           1.41135e-18           9.38372e-19           4.16857e-19           1.27531e-19           5.30098e-20           
2953   1.22352         2.67825e-25           4.50805e-22           8.42899e-21           4.09519e-20           9.86427e-20           1.46916e-19           1.44832e-19           9.03928e-20           7.74949e-20           
2954   0.495944        6.09918e-28           9.08764e-24           4.88088e-22           4.8149e-21            1.9923e-20            4.6788e-20            7.09413e-20           7.21171e-20           9.25807e-20           
2955   3.72355e-18     1.48374e-20           1.81372e-18           7.08151e-18           9.48769e-18           6.96799e-18           3.24557e-18           9.88499e-19           1.88577e-19           0.809442              
2956   1.45405         2.67375e-25           7.1275e-22            1.44435e-20           6.65343e-20           1.40956e-19           1.77092e-19           1.46973e-19           8.38801e-20           7.26942e-20           
2957   1.83647         2.97e-26              2.00121e-22           6.84287e-21           4.69814e-20           1.39056e-19           2.31723e-19           2.36568e-19           1.35073e-19           7.89006e-20           
2958   0.36354         2.56585e-28           4.16589e-24           2.42426e-22           2.60214e-21           1.18141e-20           3.07723e-20           5.23086e-20           5.99164e-20           9.59186e-20           
2959   2.40192         2.01275e-24           2.7751e-21            4.09998e-20           1.52022e-19           2.69996e-19           2.87019e-19           1.98057e-19           9.07967e-20           6.65882e-20           
2960   2.60022         1.47994e-24           2.49642e-21           4.06405e-20           1.5933e-19            2.91916e-19           3.14585e-19           2.17644e-19           1.01054e-19           6.70763e-20           
2961   1.13373         2.77857e-25           6.65545e-22           1.25576e-20           5.48068e-20           1.11215e-19           1.34898e-19           1.0991e-19            6.76249e-20           7.24764e-20           
2962   10.6062         1.50387e-22           7.56543e-20           5.95192e-19           1.28776e-18           1.35983e-18           8.46953e-19           3.37082e-19           9.71014e-20           5.18593e-20           
2963   1.81183e-18     1.76275e-21           4.28543e-19           2.40905e-18           4.26695e-18           4.00096e-18           2.3341e-18            8.67509e-19           1.85804e-19           0.903606              
2964   0.431601        6.95331e-28           9.58545e-24           4.88136e-22           4.60745e-21           1.83119e-20           4.13742e-20           6.0655e-20            6.1731e-20            9.19591e-20           
2965   5.3241e-18      2.92631e-20           3.27149e-18           1.16616e-17           1.40384e-17           9.02149e-18           3.54592e-18           8.80941e-19           1.43693e-19           0.763352              
2966   0.794769        2.06464e-27           2.5667e-23            1.29102e-21           1.19299e-20           4.50461e-20           9.2026e-20            1.12341e-19           8.20161e-20           8.53501e-20           
2967   0.719923        2.14665e-27           2.07464e-23           9.47226e-22           8.5626e-21            3.35291e-20           7.50623e-20           1.05585e-19           8.85097e-20           8.90728e-20           
2968   0.628894        1.3885e-27            1.90764e-23           9.48073e-22           8.60557e-21           3.23822e-20           6.78275e-20           8.88786e-20           7.40782e-20           8.77624e-20           
2969   2.90965e-18     2.11361e-21           6.00112e-19           3.71481e-18           6.9803e-18            6.68536e-18           3.79286e-18           1.2762e-18            2.25443e-19           0.899996              
2970   1.04518e-17     1.1815e-20            3.07918e-18           1.71337e-17           2.80911e-17           2.25133e-17           1.00623e-17           2.44362e-18           2.79178e-19           0.829491              
2971   0.877285        8.32178e-26           2.4842e-22            5.59724e-21           2.88836e-20           6.95296e-20           1.01302e-19           1.00654e-19           7.42477e-20           7.90309e-20           
2972   2.01665         3.86013e-25           1.06012e-21           2.15729e-20           9.86811e-20           2.05672e-19           2.50829e-19           1.9694e-19            9.98272e-20           7.08896e-20           
2973   1.27012e-17     5.41823e-20           6.84049e-18           2.65107e-17           3.40159e-17           2.28288e-17           9.04261e-18           2.0749e-18            2.42032e-19           0.773089              
2974   0.234258        7.70411e-29           1.40675e-24           9.00783e-23           1.06459e-21           5.37954e-21           1.5931e-20            3.20106e-20           4.71159e-20           1.01414e-19           
2975   3.28471         2.11904e-24           3.25607e-21           5.24335e-20           2.08124e-19           3.86052e-19           4.11239e-19           2.63573e-19           9.9835e-20            6.53244e-20           
2976   0.315738        9.66437e-28           7.9983e-24            3.31641e-22           2.83002e-21           1.09323e-20           2.57918e-20           4.29221e-20           5.41136e-20           9.62815e-20           
2977   14.224          2.84282e-22           1.26679e-19           9.06844e-19           1.80895e-18           1.78027e-18           1.04458e-18           3.93942e-19           1.07146e-19           5.03344e-20           
2978   0.497452        5.0523e-29            1.86309e-24           1.66054e-22           2.39626e-21           1.35532e-20           4.12822e-20           7.61427e-20           8.21929e-20           9.67772e-20           
2979   4.7303          5.19023e-24           7.49893e-21           1.07387e-19           3.70418e-19           5.91779e-19           5.47108e-19           3.15124e-19           1.12121e-19           6.18695e-20           
2980   12.6396         1.43434e-22           7.17972e-20           5.81666e-19           1.34518e-18           1.59073e-18           1.16974e-18           5.61949e-19           1.60361e-19           5.50063e-20           
2981   1.41257e-17     9.96655e-20           1.01935e-17           3.3646e-17            3.74708e-17           2.20538e-17           7.73813e-18           1.61284e-18           1.91137e-19           0.734494              
2982   0.84406         6.14099e-27           4.60728e-23           1.79466e-21           1.4224e-20            4.90958e-20           9.6337e-20            1.17742e-19           8.68128e-20           8.50009e-20           
2983   5.16709         2.18832e-23           1.46203e-20           1.50689e-19           4.34451e-19           6.31052e-19           5.62305e-19           3.26324e-19           1.21406e-19           6.07364e-20           
2984   1.50502e-18     1.67482e-21           4.14189e-19           2.26726e-18           3.77636e-18           3.22148e-18           1.66855e-18           5.60646e-19           1.30008e-19           0.869756              
2985   0.177809        8.42451e-30           3.1802e-25            2.96548e-23           4.57997e-22           2.85921e-21           1.00926e-20           2.35958e-20           4.0077e-20            1.05162e-19           
2986   2.59071e-18     6.40489e-22           3.54981e-19           2.88745e-18           6.21194e-18           6.28746e-18           3.58167e-18           1.18886e-18           2.1272e-19            0.918586              
2987   2.06983         2.11306e-25           6.84297e-22           1.61063e-20           8.43498e-20           1.98606e-19           2.67069e-19           2.20991e-19           1.09841e-19           7.28317e-20           
2988   2.94577         9.12283e-24           8.76615e-21           9.57768e-20           2.6727e-19            3.60684e-19           2.97073e-19           1.69312e-19           7.86316e-20           6.02125e-20           
2989   2.65472e-17     6.47205e-19           3.21382e-17           7.37297e-17           6.37289e-17           3.08735e-17           9.31594e-18           1.74772e-18           1.96197e-19           0.671998              
2990   1.06476e-16     3.55828e-18           1.58085e-16           3.2222e-16            2.42197e-16           9.85618e-17           2.36837e-17           3.26219e-18           2.43546e-19           0.633641              
2991   5.82465e-15     2.24056e-15           2.01334e-14           1.66773e-14           6.10362e-15           1.27637e-15           1.55483e-16           1.01552e-17           3.38863e-19           0.487491              
2992   7.2758e-18      1.64751e-20           3.25408e-18           1.45731e-17           1.97909e-17           1.35408e-17           5.46113e-18           1.35884e-18           2.11092e-19           0.788159              
2993   0.505246        9.32807e-27           5.40773e-23           1.68594e-21           1.09116e-20           3.15103e-20           5.39977e-20           6.32823e-20           5.76736e-20           8.54269e-20           
2994   2.14363e-18     2.92981e-21           6.67181e-19           3.44255e-18           5.46562e-18           4.47265e-18           2.22422e-18           7.14465e-19           1.59444e-19           0.853104              
2995   0.650547        1.17624e-27           1.49071e-23           7.80967e-22           7.63879e-21           3.10558e-20           6.96278e-20           9.50987e-20           7.79126e-20           8.85623e-20           
2996   3.827           2.14118e-23           1.28396e-20           1.21777e-19           3.28183e-19           4.54044e-19           3.97858e-19           2.41351e-19           1.03626e-19           6.09927e-20           
2997   4.75113e-18     7.51701e-21           1.62461e-18           8.07254e-18           1.24036e-17           9.79778e-18           4.61049e-18           1.29719e-18           1.95388e-19           0.831156              
2998   2.81499         2.33577e-23           1.248e-20             1.06715e-19           2.59931e-19           3.27266e-19           2.67947e-19           1.6334e-19            8.31071e-20           6.01524e-20           
2999   3.49226         1.14844e-23           8.31068e-21           8.89195e-20           2.64679e-19           4.02261e-19           3.86662e-19           2.53535e-19           1.10148e-19           6.34847e-20           
3000   0.562975        6.11353e-27           3.69291e-23           1.2222e-21            8.64303e-21           2.82455e-20           5.6581e-20            7.76127e-20           7.18102e-20           8.89117e-20           
3001   0.100486        3.42748e-31           2.51481e-26           3.38077e-24           7.0831e-23            5.98984e-22           2.96007e-21           1.03566e-20           2.95888e-20           1.14343e-19           
3002   0.195852        1.2837e-29            4.43e-25              3.8069e-23            5.47733e-22           3.23285e-21           1.10127e-20           2.55568e-20           4.45486e-20           1.05328e-19           
3003   1.28377         9.03249e-25           1.25514e-21           1.87497e-20           7.09891e-20           1.31066e-19           1.4943e-19            1.16931e-19           6.83222e-20           7.0343e-20            
3004   0.258031        3.78841e-30           2.05032e-25           2.44678e-23           4.62887e-22           3.44109e-21           1.40324e-20           3.5924e-20            5.80179e-20           1.05547e-19           
3005   0.179775        4.2642e-31            5.76785e-26           9.72398e-24           2.21804e-22           1.8527e-21            8.23309e-21           2.31005e-20           4.45469e-20           1.08539e-19           
3006   0.13383         4.21053e-31           2.21969e-26           2.91301e-24           6.62845e-23           6.42461e-22           3.68785e-21           1.43937e-20           3.92463e-20           1.14438e-19           
3007   0.0973891       1.3887e-32            3.36402e-27           8.71978e-25           2.91494e-23           3.5215e-22            2.28276e-21           9.63336e-21           2.99375e-20           1.16151e-19           
3008   0.455767        1.94085e-27           1.64252e-23           6.97716e-22           5.93328e-21           2.18561e-20           4.6157e-20            6.31137e-20           5.98834e-20           8.97814e-20           
3009   0.268209        4.09095e-27           1.62798e-23           4.78758e-22           3.28845e-21           1.0918e-20            2.29973e-20           3.51523e-20           4.3466e-20            9.41979e-20           
3010   0.210955        1.35365e-29           4.55477e-25           3.93213e-23           5.74216e-22           3.45207e-21           1.19615e-20           2.79859e-20           4.74736e-20           1.05088e-19           
3011   0.507584        2.03868e-27           1.7215e-23            7.259e-22             6.19192e-21           2.31777e-20           5.03302e-20           7.11584e-20           6.85281e-20           9.05335e-20           
3012   0.288346        2.78711e-28           2.65957e-24           1.30729e-22           1.35883e-21           6.53971e-21           1.9401e-20            3.98653e-20           5.77518e-20           1.01361e-19           
3013   0.518688        6.93771e-27           4.35017e-23           1.45074e-21           1.00112e-20           3.0729e-20            5.55357e-20           6.72189e-20           5.99562e-20           8.61454e-20           
3014   2.26669         1.17504e-24           2.44776e-21           4.03767e-20           1.52647e-19           2.63989e-19           2.66711e-19           1.75094e-19           8.17522e-20           6.56385e-20           
3015   0.557755        2.18354e-28           4.30441e-24           2.88519e-22           3.48264e-21           1.7438e-20            4.88346e-20           8.50143e-20           8.68253e-20           9.51007e-20           
3016   0.257731        2.11767e-28           3.13082e-24           1.71681e-22           1.76772e-21           7.81897e-21           2.02421e-20           3.54867e-20           4.62827e-20           9.78791e-20           
3017   0.144974        1.76955e-30           9.15537e-26           1.07502e-23           2.02168e-22           1.51231e-21           6.3599e-21            1.77832e-20           3.70038e-20           1.09335e-19           
3018   0.280598        1.02861e-28           2.1178e-24            1.39909e-22           1.63719e-21           7.92979e-21           2.17912e-20           3.92847e-20           5.09051e-20           9.84101e-20           
3019   0.288773        1.3031e-29            5.74569e-25           5.63773e-23           8.84244e-22           5.49319e-21           1.89078e-20           4.14724e-20           5.84207e-20           1.02167e-19           
3020   0.683689        4.42343e-27           3.73288e-23           1.49876e-21           1.18434e-20           4.00665e-20           7.65425e-20           9.23145e-20           7.41996e-20           8.55686e-20           
3021   0.505738        1.09806e-26           5.01246e-23           1.50111e-21           9.79963e-21           2.93246e-20           5.31158e-20           6.59754e-20           5.95624e-20           8.65299e-20           
3022   0.0726544       3.13012e-32           2.88477e-27           4.97312e-25           1.38287e-23           1.61089e-22           1.13516e-21           5.80968e-21           2.43886e-20           1.1944e-19            
3023   0.388264        3.08335e-27           2.03795e-23           7.16225e-22           5.27165e-21           1.76582e-20           3.61107e-20           5.19183e-20           5.66873e-20           9.17193e-20           
3024   0.306096        4.95728e-28           6.98356e-24           3.53108e-22           3.26939e-21           1.26874e-20           2.8124e-20            4.15336e-20           4.67736e-20           9.31918e-20           
3025   0.556122        9.45042e-28           1.12212e-23           5.66962e-22           5.47069e-21           2.25455e-20           5.32396e-20           8.0935e-20            7.84104e-20           9.20288e-20           
3026   0.418109        1.72619e-28           2.92009e-24           1.82017e-22           2.13608e-21           1.07926e-20           3.17261e-20           6.10587e-20           7.54274e-20           9.86876e-20           
3027   0.651165        1.77421e-27           1.99155e-23           9.68839e-22           8.90757e-21           3.41272e-20           7.20019e-20           9.258e-20             7.37925e-20           8.71177e-20           
3028   0.115924        2.77389e-30           9.91794e-26           9.28369e-24           1.5085e-22            1.04297e-21           4.34072e-21           1.29804e-20           3.17495e-20           1.11608e-19           
3029   0.362727        2.73571e-29           9.26694e-25           8.23964e-23           1.2427e-21            7.59978e-21           2.5719e-20            5.39662e-20           6.86969e-20           1.00429e-19           
3030   0.179012        1.70929e-29           3.38601e-25           2.38012e-23           3.1975e-22            1.94151e-21           7.4473e-21            2.11183e-20           4.67832e-20           1.09959e-19           
3031   1.48999         7.57255e-26           3.7176e-22            1.00372e-20           5.60412e-20           1.36704e-19           1.89173e-19           1.63533e-19           9.03193e-20           7.45195e-20           
3032   0.586607        1.11385e-27           1.47068e-23           7.26149e-22           6.70043e-21           2.62237e-20           5.86198e-20           8.42962e-20           7.78194e-20           9.04566e-20           
3033   0.369656        5.1803e-28            6.62931e-24           3.25651e-22           3.06023e-21           1.256e-20             3.06971e-20           5.14795e-20           6.21836e-20           9.60565e-20           
3034   0.643242        3.41675e-27           2.96561e-23           1.23805e-21           1.0197e-20            3.59963e-20           7.17121e-20           8.93257e-20           7.04631e-20           8.61084e-20           
3035   0.283234        3.91357e-28           5.2495e-24            2.65101e-22           2.51484e-21           1.01963e-20           2.40168e-20           3.82369e-20           4.75979e-20           9.5714e-20            
3036   8.75624         2.77e-23              2.33295e-20           2.63413e-19           7.83769e-19           1.12644e-18           9.52261e-19           4.95695e-19           1.52477e-19           5.89095e-20           
3037   0.458119        2.74612e-27           2.20541e-23           8.89366e-22           7.1788e-21            2.4978e-20            4.92877e-20           6.20007e-20           5.4321e-20            8.73225e-20           
3038   0.353322        1.32762e-27           1.0578e-23            4.26517e-22           3.55359e-21           1.3398e-20            3.0611e-20            4.83977e-20           5.68314e-20           9.45897e-20           
3039   0.401955        1.61212e-26           5.46911e-23           1.39734e-21           8.25827e-21           2.31786e-20           4.05297e-20           5.06393e-20           5.02623e-20           8.72735e-20           
3040   0.245279        1.87597e-29           6.35811e-25           5.45986e-23           7.85314e-22           4.59958e-21           1.5308e-20            3.36956e-20           5.1929e-20            1.03245e-19           
3041   0.280288        2.91735e-29           8.73366e-25           6.95759e-23           9.51993e-22           5.40002e-21           1.76723e-20           3.87539e-20           5.8707e-20            1.02924e-19           
3042   0.185383        3.96872e-30           1.89115e-25           2.05562e-23           3.60375e-22           2.51771e-21           9.81342e-21           2.47503e-20           4.29343e-20           1.06242e-19           
3043   0.14564         1.75035e-29           3.39081e-25           2.38329e-23           3.17516e-22           1.86699e-21           6.7209e-21            1.7492e-20            3.67395e-20           1.08635e-19           
3044   0.378408        3.08502e-29           1.17922e-24           1.07828e-22           1.59528e-21           9.27958e-21           2.92675e-20           5.6678e-20            6.71789e-20           9.85595e-20           
3045   0.216894        4.53943e-30           2.62418e-25           2.85629e-23           4.82337e-22           3.2165e-21            1.20079e-20           2.92934e-20           4.90339e-20           1.05444e-19           
3046   0.125849        2.77552e-32           6.42008e-27           1.58933e-24           5.07352e-23           5.82764e-22           3.5514e-21            1.37359e-20           3.6656e-20            1.14236e-19           
3047   0.356776        1.30929e-28           3.29237e-24           2.20273e-22           2.49518e-21           1.14853e-20           2.97889e-20           5.0618e-20            6.01162e-20           9.63872e-20           
3048   1.24654         2.69424e-25           6.57536e-22           1.25387e-20           5.53813e-20           1.14939e-19           1.45888e-19           1.28286e-19           8.29085e-20           7.43084e-20           
3049   0.237492        5.24505e-29           1.02329e-24           6.95457e-23           8.72836e-22           4.70818e-21           1.50002e-20           3.25272e-20           4.98168e-20           1.02866e-19           
3050   0.205542        9.55035e-29           1.57427e-24           9.2945e-23            1.01891e-21           4.80432e-21           1.34718e-20           2.66468e-20           4.31034e-20           1.02288e-19           
3051   0.183948        7.59854e-30           2.79863e-25           2.58596e-23           4.01909e-22           2.56976e-21           9.4812e-21            2.36818e-20           4.3614e-20            1.06788e-19           
3052   0.530379        1.3941e-26            5.3797e-23            1.50968e-21           9.67267e-21           2.91878e-20           5.41901e-20           6.97057e-20           6.56953e-20           8.7653e-20            
3053   0.107364        5.58672e-32           6.10681e-27           1.14241e-24           3.24576e-23           3.65726e-22           2.35735e-21           1.03397e-20           3.34651e-20           1.16662e-19           
3054   0.190098        2.40013e-29           7.20253e-25           5.57317e-23           7.28366e-22           3.90647e-21           1.20477e-20           2.52293e-20           4.04735e-20           1.03088e-19           
3055   2.63578         5.94273e-25           1.51312e-21           2.98699e-20           1.34815e-19           2.78364e-19           3.33264e-19           2.49994e-19           1.15268e-19           6.95868e-20           
3056   1.08953         1.16904e-25           3.5433e-22            7.90703e-21           3.9873e-20            9.28639e-20           1.29697e-19           1.21674e-19           8.01372e-20           7.6746e-20            
3057   1.11627         1.61894e-26           1.20573e-22           4.2867e-21            2.97206e-20           8.68713e-20           1.40283e-19           1.3831e-19            8.45128e-20           7.88341e-20           
3058   0.298017        1.18885e-28           2.41598e-24           1.59363e-22           1.86052e-21           8.96224e-21           2.43454e-20           4.27146e-20           5.11996e-20           9.70687e-20           
3059   0.108924        3.58528e-32           5.01434e-27           1.07044e-24           3.29211e-23           3.87135e-22           2.52371e-21           1.08524e-20           3.34409e-20           1.1613e-19            
3060   0.14973         1.71376e-31           1.68009e-26           2.79827e-24           7.08203e-23           7.13436e-22           4.11943e-21           1.60446e-20           4.3984e-20            1.14495e-19           
3061   10.0325         3.14185e-23           3.23002e-20           3.66043e-19           1.03001e-18           1.34639e-18           1.00194e-18           4.50321e-19           1.23847e-19           5.59964e-20           
3062   0.11825         1.73574e-31           1.67392e-26           2.74214e-24           6.73519e-23           6.46003e-22           3.48591e-21           1.26413e-20           3.44395e-20           1.14083e-19           
3063   1.1422          2.25314e-26           1.37215e-22           4.44241e-21           2.9514e-20            8.565e-20             1.4104e-19            1.4378e-19            9.07873e-20           7.96242e-20           
3064   0.228349        2.8385e-29            6.22985e-25           4.76139e-23           6.67938e-22           3.97537e-21           1.36883e-20           3.12105e-20           4.944e-20             1.0398e-19            
3065   0.326287        9.21236e-29           2.44045e-24           1.7097e-22            2.02688e-21           9.76481e-21           2.64494e-20           4.65623e-20           5.65276e-20           9.72584e-20           
3066   0.197133        1.33749e-29           4.38104e-25           3.70515e-23           5.32138e-22           3.16017e-21           1.08877e-20           2.56379e-20           4.52372e-20           1.05626e-19           
3067   0.0955546       1.37371e-31           1.29509e-26           2.05618e-24           4.92007e-23           4.65661e-22           2.53386e-21           9.58527e-21           2.88042e-20           1.15285e-19           
3068   0.435893        1.75406e-28           3.94525e-24           2.64123e-22           3.05924e-21           1.44482e-20           3.80984e-20           6.39498e-20           6.92146e-20           9.51621e-20           
3069   0.150246        9.82706e-31           8.16682e-26           1.11885e-23           2.23822e-22           1.69999e-21           7.03668e-21           1.88958e-20           3.72913e-20           1.08414e-19           
3070   0.235765        5.83734e-29           1.21761e-24           8.42677e-23           1.04581e-21           5.423e-21             1.61436e-20           3.21307e-20           4.74184e-20           1.01403e-19           
3071   0.414573        2.86017e-27           1.83121e-23           6.31267e-22           4.62326e-21           1.57943e-20           3.43345e-20           5.54233e-20           6.89674e-20           9.5138e-20            
3072   0.237125        1.43114e-28           2.27069e-24           1.30579e-22           1.40029e-21           6.44708e-21           1.74463e-20           3.227e-20             4.51401e-20           9.95625e-20           
3073   0.570266        1.00584e-27           1.32777e-23           6.6476e-22            6.26353e-21           2.50681e-20           5.69757e-20           8.22166e-20           7.61115e-20           9.06566e-20           
3074   0.19669         9.66447e-31           6.8074e-26            9.61639e-24           2.08732e-22           1.76485e-21           8.2457e-21            2.48411e-20           5.02304e-20           1.09603e-19           
3075   1.52167         4.59713e-26           2.05226e-22           6.01999e-21           3.8452e-20            1.10911e-19           1.86376e-19           1.97419e-19           1.20537e-19           7.98712e-20           
3076   0.147136        3.81163e-31           3.69811e-26           5.761e-24             1.30659e-22           1.13405e-21           5.45324e-21           1.73394e-20           3.9747e-20            1.11416e-19           
3077   0.466492        9.03019e-28           8.5138e-24            4.13391e-22           4.07978e-21           1.76196e-20           4.37301e-20           6.87718e-20           6.76854e-20           9.28959e-20           
3078   0.333878        1.51785e-27           1.13943e-23           4.45169e-22           3.61906e-21           1.33344e-20           2.97511e-20           4.57982e-20           5.18372e-20           9.36495e-20           
3079   0.406431        5.44123e-27           2.95306e-23           9.01042e-22           5.95093e-21           1.84918e-20           3.65279e-20           5.31922e-20           6.11679e-20           9.21427e-20           
3080   0.304289        2.95507e-28           3.98108e-24           2.09083e-22           2.11536e-21           9.33497e-21           2.42591e-20           4.2428e-20            5.36138e-20           9.74474e-20           
3081   0.376302        1.1325e-26            3.44345e-23           8.59489e-22           5.30258e-21           1.64927e-20           3.3551e-20            4.99212e-20           5.70333e-20           9.24686e-20           
3082   0.624223        1.30003e-26           7.59995e-23           2.36494e-21           1.51373e-20           4.27457e-20           7.04961e-20           7.74673e-20           6.24263e-20           8.28816e-20           
3083   0.18865         1.64201e-29           4.72305e-25           3.67183e-23           4.97927e-22           2.86127e-21           9.80177e-21           2.37103e-20           4.49055e-20           1.06704e-19           
3084   0.133077        2.90759e-31           2.71724e-26           4.20442e-24           9.66702e-23           8.65296e-22           4.36095e-21           1.48135e-20           3.75724e-20           1.12943e-19           
3085   3.25141         1.22758e-24           2.60594e-21           4.68418e-20           1.95382e-19           3.72896e-19           4.08908e-19           2.74575e-19           1.08862e-19           6.64323e-20           
3086   0.204023        1.62021e-29           6.08122e-25           5.33081e-23           7.54519e-22           4.24235e-21           1.3326e-20            2.76524e-20           4.24516e-20           1.02517e-19           
3087   0.250243        5.24799e-27           1.92361e-23           5.23382e-22           3.33436e-21           1.03752e-20           2.09536e-20           3.18392e-20           4.14807e-20           9.44371e-20           
3088   1.58199         3.79164e-25           9.13026e-22           1.72395e-20           7.53064e-20           1.53665e-19           1.89249e-19           1.57583e-19           9.21209e-20           7.24921e-20           
3089   1.12421         1.5194e-26            9.96325e-23           3.41762e-21           2.40178e-20           7.4228e-20            1.32281e-19           1.49683e-19           1.03821e-19           8.25233e-20           
3090   0.268379        1.4913e-28            2.21823e-24           1.23355e-22           1.3133e-21            6.19325e-21           1.78167e-20           3.62445e-20           5.46975e-20           1.01698e-19           
3091   0.317902        7.09172e-28           6.03916e-24           2.64927e-22           2.41486e-21           9.98623e-21           2.50827e-20           4.37447e-20           5.63684e-20           9.74456e-20           
3092   0.610527        1.35859e-27           1.50145e-23           7.3135e-22            6.85899e-21           2.73981e-20           6.20204e-20           8.87282e-20           7.9022e-20            9.00704e-20           
3093   1.31731         8.38852e-26           2.87516e-22           7.17935e-21           4.03708e-20           1.04366e-19           1.5989e-19            1.59336e-19           9.98646e-20           7.82628e-20           
3094   0.455348        2.86018e-27           2.02207e-23           7.40982e-22           5.65901e-21           1.97062e-20           4.2032e-20            6.26157e-20           6.67018e-20           9.21396e-20           
3095   1.71877         8.66652e-26           3.23704e-22           8.57518e-21           5.05506e-20           1.35805e-19           2.13506e-19           2.12303e-19           1.24334e-19           7.80027e-20           
3096   0.229408        2.34674e-29           6.46736e-25           4.90863e-23           6.61085e-22           3.82254e-21           1.31639e-20           3.09462e-20           5.08463e-20           1.04675e-19           
3097   0.118433        6.01164e-30           1.33339e-25           1.06592e-23           1.61831e-22           1.08487e-21           4.44387e-21           1.31716e-20           3.24893e-20           1.11626e-19           
3098   0.620919        1.57679e-27           1.78824e-23           8.45968e-22           7.6271e-21            2.9285e-20            6.40372e-20           8.92365e-20           7.82312e-20           8.93298e-20           
3099   0.259332        8.17356e-29           1.46645e-24           9.40676e-23           1.12296e-21           5.76176e-21           1.73865e-20           3.56118e-20           5.24888e-20           1.01674e-19           
3100   0.128456        6.90635e-31           4.19109e-26           5.48886e-24           1.1447e-22            9.56123e-22           4.5488e-21            1.4625e-20            3.54588e-20           1.12098e-19           
3101   0.197825        1.99921e-29           4.43381e-25           3.4504e-23            4.96081e-22           3.04828e-21           1.09332e-20           2.62819e-20           4.49983e-20           1.05501e-19           
3102   0.132089        1.1208e-30            7.48603e-26           9.18307e-24           1.73399e-22           1.29232e-21           5.44424e-21           1.55386e-20           3.48267e-20           1.10355e-19           
3103   0.74831         5.86453e-27           4.56361e-23           1.75634e-21           1.34766e-20           4.4618e-20            8.40669e-20           1.00805e-19           7.97594e-20           8.51772e-20           
3104   0.1758          3.78046e-29           7.01441e-25           4.65297e-23           5.79815e-22           3.14342e-21           1.0163e-20            2.2784e-20            3.95237e-20           1.04813e-19           
3105   0.220685        8.88314e-29           1.3399e-24            7.72624e-23           8.65197e-22           4.33702e-21           1.33631e-20           2.92733e-20           4.77895e-20           1.0364e-19            
3106   0.309254        7.9236e-29            2.29125e-24           1.69722e-22           2.07762e-21           1.0071e-20            2.66027e-20           4.41831e-20           5.10112e-20           9.5924e-20            
3107   0.393163        2.19817e-28           3.82828e-24           2.30988e-22           2.55058e-21           1.1922e-20            3.21262e-20           5.67584e-20           6.6915e-20            9.68551e-20           
3108   0.395587        6.36091e-27           3.54327e-23           1.07609e-21           6.91412e-21           2.04576e-20           3.77587e-20           5.0827e-20            5.44898e-20           8.97215e-20           
3109   0.149807        6.96873e-31           5.53573e-26           7.67905e-24           1.60604e-22           1.31012e-21           5.97808e-21           1.80835e-20           3.94283e-20           1.10487e-19           
